"","DepMap_ID","CCL_name","COSMIC_ID","TCGA_combine","TCGA_manual","primary_DepMap","subtype_DepMap","primary_site_CTRP","primary_hist_CTRP","subtype_CTRP","tissue1_GDSC","tissue2_GDSC","TCGA_CCLE","TCGA_GDSC"
"23","ACH-000145","SKLMS1",909720,NA,NA,"Sarcoma","Leiomyosarcoma","soft_tissue","sarcoma",NA,"soft_tissue","soft_tissue_other",NA,NA
"373","ACH-002271","MFHINO",925343,NA,NA,"Sarcoma","Malignant Fibrous Histiocytoma",NA,NA,NA,"soft_tissue","soft_tissue_other",NA,NA
"244","ACH-001425","CCLFPEDS0004T",NA,NA,NA,"Sarcoma","MPNST",NA,NA,NA,NA,NA,NA,NA
"180","ACH-001189","SJRH30",909716,NA,NA,"Sarcoma","Rhabdomyosarcoma","soft_tissue","rhabdomyosarcoma",NA,"soft_tissue","rhabdomyosarcoma",NA,NA
"29","ACH-000175","TE159T",NA,NA,NA,"Sarcoma","Rhabdomyosarcoma","soft_tissue","rhabdomyosarcoma",NA,NA,NA,NA,NA
"92","ACH-001096","JR",NA,NA,NA,"Sarcoma","Rhabdomyosarcoma",NA,NA,NA,NA,NA,NA,NA
"308","ACH-001184","SCMCRM2",NA,NA,NA,"Sarcoma","Rhabdomyosarcoma",NA,NA,NA,NA,NA,NA,NA
"74","ACH-001050","CW9019",NA,NA,NA,"Sarcoma","Rhabdomyosarcoma, alveolar",NA,NA,NA,NA,NA,NA,NA
"197","ACH-001740","RH28",NA,NA,NA,"Sarcoma","Rhabdomyosarcoma, alveolar",NA,NA,NA,NA,NA,NA,NA
"201","ACH-001745","RHJT",NA,NA,NA,"Sarcoma","Rhabdomyosarcoma, alveolar",NA,NA,NA,NA,NA,NA,NA
"309","ACH-001741","RMS13",NA,NA,NA,"Sarcoma","Rhabdomyosarcoma, alveolar",NA,NA,NA,NA,NA,NA,NA
"310","ACH-001743","RC2",NA,NA,NA,"Sarcoma","Rhabdomyosarcoma, alveolar",NA,NA,NA,NA,NA,NA,NA
"314","ACH-001765","RH4",NA,NA,NA,"Sarcoma","Rhabdomyosarcoma, alveolar",NA,NA,NA,NA,NA,NA,NA
"316","ACH-001790","RH18DM",NA,NA,NA,"Sarcoma","Rhabdomyosarcoma, alveolar",NA,NA,NA,NA,NA,NA,NA
"102","ACH-001196","SMSCTR",NA,NA,NA,"Sarcoma","Rhabdomyosarcoma, embryonal",NA,NA,NA,NA,NA,NA,NA
"312","ACH-001750","TTC442",NA,NA,NA,"Sarcoma","Rhabdomyosarcoma, embryonal",NA,NA,NA,NA,NA,NA,NA
"313","ACH-001751","RH36",NA,NA,NA,"Sarcoma","Rhabdomyosarcoma, embryonal",NA,NA,NA,NA,NA,NA,NA
"119","ACH-001274","SW982",909759,NA,NA,"Sarcoma","Synovial",NA,NA,NA,"soft_tissue","soft_tissue_other",NA,NA
"120","ACH-001275","SYO1",NA,NA,NA,"Sarcoma","Synovial",NA,NA,NA,NA,NA,NA,NA
"156","ACH-001270","127399",NA,NA,NA,"Sarcoma","Synovial",NA,NA,NA,NA,NA,NA,NA
"161","ACH-001280","SCS214",NA,NA,NA,"Sarcoma","Synovial",NA,NA,NA,NA,NA,NA,NA
"166","ACH-001322","CME1",NA,NA,NA,"Sarcoma","Synovial",NA,NA,NA,NA,NA,NA,NA
"194","ACH-001272","FUJI",NA,NA,NA,"Sarcoma","Synovial",NA,NA,NA,NA,NA,NA,NA
"200","ACH-001277","YAMATO",NA,NA,NA,"Sarcoma","Synovial",NA,NA,NA,NA,NA,NA,NA
"325","ACH-002085","HSSYII",NA,NA,NA,"Sarcoma","Synovial",NA,NA,NA,NA,NA,NA,NA
"176","ACH-001164","CCLFPEDS0003T",NA,NA,NA,"Sarcoma","Unknown",NA,NA,NA,NA,NA,NA,NA
"401","ACH-002334","SS1A",NA,NA,NA,"Sarcoma",NA,NA,NA,NA,NA,NA,NA,NA
"362","ACH-002200","SW962",909758,NA,NA,"Skin Cancer","Carcinoma, vulvar",NA,NA,NA,"urogenital_system","urogenital_system_other",NA,NA
"44","ACH-000240","HS600T",NA,NA,NA,"Skin Cancer","Melanoma","skin","malignant_melanoma",NA,NA,NA,NA,NA
"48","ACH-000275","HS834T",NA,NA,NA,"Skin Cancer","Melanoma","skin","malignant_melanoma",NA,NA,NA,NA,NA
"211","ACH-001339","COLO794",NA,NA,NA,"Skin Cancer","Melanoma",NA,NA,NA,NA,NA,NA,NA
"262","ACH-001522","HMY1",NA,NA,NA,"Skin Cancer","Melanoma",NA,NA,NA,NA,NA,NA,NA
"285","ACH-001566","MM370",NA,NA,NA,"Skin Cancer","Melanoma",NA,NA,NA,NA,NA,NA,NA
"286","ACH-001567","MM383",NA,NA,NA,"Skin Cancer","Melanoma",NA,NA,NA,NA,NA,NA,NA
"287","ACH-001568","MM386",NA,NA,NA,"Skin Cancer","Melanoma",NA,NA,NA,NA,NA,NA,NA
"288","ACH-001569","MM415",NA,NA,NA,"Skin Cancer","Melanoma",NA,NA,NA,NA,NA,NA,NA
"289","ACH-001570","MM426",NA,NA,NA,"Skin Cancer","Melanoma",NA,NA,NA,NA,NA,NA,NA
"297","ACH-001645","SEKI",NA,NA,NA,"Skin Cancer","Melanoma",NA,NA,NA,NA,NA,NA,NA
"404","ACH-002338","M980513",NA,NA,NA,"Skin Cancer","Melanoma",NA,NA,NA,NA,NA,NA,NA
"448","ACH-002386","M00921",NA,NA,NA,"Skin Cancer","Melanoma",NA,NA,NA,NA,NA,NA,NA
"449","ACH-002387","M1203273",NA,NA,NA,"Skin Cancer","Melanoma",NA,NA,NA,NA,NA,NA,NA
"450","ACH-002388","MET2B",NA,NA,NA,"Skin Cancer","Melanoma",NA,NA,NA,NA,NA,NA,NA
"284","ACH-001563","MM127",NA,NA,NA,"Skin Cancer","Melanoma, amelanotic",NA,NA,NA,NA,NA,NA,NA
"164","ACH-001122","MKL1",NA,NA,NA,"Skin Cancer","Merkel Cell Carcinoma",NA,NA,NA,NA,NA,NA,NA
"165","ACH-001123","MKL2",NA,NA,NA,"Skin Cancer","Merkel Cell Carcinoma",NA,NA,NA,NA,NA,NA,NA
"177","ACH-001170","PETA",NA,NA,NA,"Skin Cancer","Merkel Cell Carcinoma",NA,NA,NA,NA,NA,NA,NA
"272","ACH-001550","MCC13",NA,NA,NA,"Skin Cancer","Merkel Cell Carcinoma",NA,NA,NA,NA,NA,NA,NA
"273","ACH-001551","MCC142",NA,NA,NA,"Skin Cancer","Merkel Cell Carcinoma",NA,NA,NA,NA,NA,NA,NA
"274","ACH-001552","MCC26",NA,NA,NA,"Skin Cancer","Merkel Cell Carcinoma",NA,NA,NA,NA,NA,NA,NA
"209","ACH-001328","A431",910925,NA,NA,"Skin Cancer","Squamous Cell Carcinoma",NA,NA,NA,"skin","skin_other",NA,NA
"338","ACH-002100","DJM1",906841,NA,NA,"Skin Cancer","Squamous Cell Carcinoma",NA,NA,NA,"skin","skin_other",NA,NA
"263","ACH-001523","HSC1",NA,NA,NA,"Skin Cancer","Squamous Cell Carcinoma",NA,NA,NA,NA,NA,NA,NA
"264","ACH-001524","HSC5",NA,NA,NA,"Skin Cancer","Squamous Cell Carcinoma",NA,NA,NA,NA,NA,NA,NA
"216","ACH-001356","MB1",NA,NA,NA,"Thyroid Cancer","Carcinoma, anaplastic",NA,NA,NA,NA,NA,NA,NA
"436","ACH-002373","HCC1187",NA,NA,NA,"unknown",NA,"breast","carcinoma","ductal_carcinoma",NA,NA,NA,NA
"437","ACH-002374","HCC1599",NA,NA,NA,"unknown",NA,"breast","carcinoma","ductal_carcinoma",NA,NA,NA,NA
"438","ACH-002375","HCC1937",NA,NA,NA,"unknown",NA,"breast","carcinoma","ductal_carcinoma",NA,NA,NA,NA
"440","ACH-002377","HCC38",NA,NA,NA,"unknown",NA,"breast","carcinoma","ductal_carcinoma",NA,NA,NA,NA
"441","ACH-002378","HCC1143",NA,NA,NA,"unknown",NA,"breast","carcinoma","ductal_carcinoma",NA,NA,NA,NA
"444","ACH-002381","HCC2157",NA,NA,NA,"unknown",NA,"breast","carcinoma","ductal_carcinoma",NA,NA,NA,NA
"445","ACH-002382","HCC1395",NA,NA,NA,"unknown",NA,"breast","carcinoma","ductal_carcinoma",NA,NA,NA,NA
"446","ACH-002383","HCC2218",NA,NA,NA,"unknown",NA,"breast","carcinoma","ductal_carcinoma",NA,NA,NA,NA
"447","ACH-002384","HCC1954",NA,NA,NA,"unknown",NA,"breast","carcinoma","ductal_carcinoma",NA,NA,NA,NA
"439","ACH-002376","LS1034",NA,NA,NA,"unknown",NA,"large_intestine","carcinoma","adenocarcinoma",NA,NA,NA,NA
"443","ACH-002380","COLO829",NA,NA,NA,"unknown",NA,"skin","malignant_melanoma",NA,NA,NA,NA,NA
"442","ACH-002379","J82",NA,NA,NA,"unknown",NA,"urinary_tract","carcinoma","transitional_cell_carcinoma",NA,NA,NA,NA
"406","ACH-002342","BB30PBL",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"407","ACH-002343","BB49EBV",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"408","ACH-002344","BB65EBV",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"409","ACH-002346","CP50EBV",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"410","ACH-002347","CP66EBV",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"411","ACH-002348","DIPG007",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"412","ACH-002349","GBM001",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"413","ACH-002350","HA7EBV",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"414","ACH-002351","L542",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"415","ACH-002352","LB1047EBV",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"416","ACH-002353","LB2241EBV",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"417","ACH-002354","LB2518EBV",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"418","ACH-002355","LB373EBV",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"419","ACH-002356","LB647PBL",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"420","ACH-002357","LB771PBL",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"421","ACH-002358","LB831EBV",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"422","ACH-002359","LB996EBV",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"423","ACH-002360","MZ1B",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"424","ACH-002361","MZ7B",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"425","ACH-002362","NCIBL128",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"426","ACH-002363","NCIBL1395",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"427","ACH-002364","NCIBL1437",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"428","ACH-002365","NCIBL1770",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"429","ACH-002366","NCIBL2009",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"430","ACH-002367","NCIBL2052",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"431","ACH-002368","NCIBL2087",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"432","ACH-002369","NCIBL209",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"433","ACH-002370","NCIBL2122",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"434","ACH-002371","NCIBL2126",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"435","ACH-002372","NCIBL2171",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA
"389","ACH-002321","HBL100",NA,NA,NA,"Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA
"402","ACH-002336","HCET",NA,NA,NA,"Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA
"179","ACH-001182","RPMI6666",909701,NA,NA,"Unknown",NA,NA,NA,NA,"lymphoma","Hodgkin_lymphoma",NA,NA
