cell_line_name	accession_id	synonym_names	ccle_cell_line_name	gdsc_id	nci_taxonomy_id	lineage_name	doid	doid_heiarchy	broad_id
LK-2	CVCL_1377	['LK2', 'LK2']	LK2_LUNG	687787	C3493	lung squamous cell carcinoma	DOID:3907	[u'DOID:3907', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000769
LOU-NH91	CVCL_2104	['LOU-NH-91', 'LOUNH91', 'LouNH91']	LOUNH91_LUNG	1298226	C3493	lung squamous cell carcinoma	DOID:3907	[u'DOID:3907', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000176
LUDLU-1	CVCL_2582	['Ludlu-1', 'LUDLU1', 'LUDLU1']	LUDLU1_LUNG		C3493	lung squamous cell carcinoma	DOID:3907	[u'DOID:3907', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000390
NCI-H1385	CVCL_1466	['H1385', 'H-1385']	NCIH1385_LUNG		C3493	lung squamous cell carcinoma	DOID:3907	[u'DOID:3907', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000737
NCI-H1703	CVCL_1490	['H1703', 'H-1703', 'NCIH1703']	NCIH1703_LUNG	908474	C3493	lung squamous cell carcinoma	DOID:3907	[u'DOID:3907', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000747
NCI-H1869	CVCL_1500	['H1869', 'H-1869', 'NCIH1869']	NCIH1869_LUNG	1240183	C3493	lung squamous cell carcinoma	DOID:3907	[u'DOID:3907', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000894
NCI-H2066	CVCL_1520	['H2066', 'H-2066', 'NCIH2066']	NCIH2066_LUNG	1330973	C3493	lung squamous cell carcinoma	DOID:3907	[u'DOID:3907', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000727
NCI-H2170	CVCL_1535	['H2170', 'H-2170', 'NCIH2170']	NCIH2170_LUNG	687815	C3493	lung squamous cell carcinoma	DOID:3907	[u'DOID:3907', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000481
NCI-H2286	CVCL_1545	['H2286', 'H-2286', 'NCIH2286']	NCIH2286_LUNG		C3493	lung squamous cell carcinoma	DOID:3907	[u'DOID:3907', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000912
NCI-H520	CVCL_1566	['H520', 'H-520', 'NCI-HUT-520', 'NCIH520']	NCIH520_LUNG	908443	C3493	lung squamous cell carcinoma	DOID:3907	[u'DOID:3907', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000395
RERF-LC-A1	CVCL_4402	['RERF-LC-AI', 'RadiationEffectsResearchFoundation-LungCancer-AI']	RERFLCAI_LUNG		C3493	lung squamous cell carcinoma	DOID:3907	[u'DOID:3907', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000261
RERF-LC-Sq1	CVCL_1656	['RERF-LC-Sq-1', 'RERFLCSQ1', 'RadiationEffectsResearchFoundation-LungCancer-Squamous1']	RERFLCSQ1_LUNG	1298538	C3493	lung squamous cell carcinoma	DOID:3907	[u'DOID:3907', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000442
SK-MES-1	CVCL_0630	['SKMES1', 'SKMES-1', 'SK-Mes-1', 'SK-MES1', 'SKMES1', 'SK-MES', 'SKMES']	SKMES1_LUNG	909728	C3493	lung squamous cell carcinoma	DOID:3907	[u'DOID:3907', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000665
Sq-1	CVCL_4900	['SQ-1', 'SQ1']	SQ1_LUNG		C3493	lung squamous cell carcinoma	DOID:3907	[u'DOID:3907', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000553
SW900	CVCL_1731	['SW-900', 'SW900']	SW900_LUNG	724879	C3493	lung squamous cell carcinoma	DOID:3907	[u'DOID:3907', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000669
VMRC-LCP	CVCL_1788	['VMRCLCP', 'Patton', 'VirginiaMasonResearchCenter-LungCancerP']	VMRCLCP_LUNG		C3493	lung squamous cell carcinoma	DOID:3907	[u'DOID:3907', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001234
BEN	CVCL_1082	['']	BEN_LUNG	753534	C2926	non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000603
CAL-12T	CVCL_1105	['Cal-12T', 'CAL12T', 'CAL12T', 'CAL12', 'CentreAntoineLacassagne-12T']	CAL12T_LUNG	753540	C2926	non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000826
EMC-BAC-1	CVCL_X486	['']	EMCBAC1_LUNG	1503369	C2926	non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002101
EMC-BAC-2	CVCL_X487	['']	EMCBAC2_LUNG	1503370	C2926	non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002102
HOP-92	CVCL_1286	['HOP92', 'HOP92', 'Hop92']	HOP92_LUNG	905973	C2926	non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000825
NCI-H1435	CVCL_1470	['H1435', 'H-1435']	NCIH1435_LUNG	1298347	C2926	non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000852
NCI-H1770	CVCL_1493	['H1770', 'H-1770', 'NCIH1770']	NCIH1770_LUNG	687804	C2926	non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001362
NCI-H1915	CVCL_1505	['H1915', 'H-1915']	NCIH1915_LUNG	1240184	C2926	non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000434
NCI-H2110	CVCL_1530	['H2110', 'H-2110']	NCIH2110_LUNG	1298351	C2926	non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000929
NCI-H2135	CVCL_1533	['H2135', 'H-2135']	NCIH2135_LUNG	1298352	C2926	non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001363
NCI-H2172	CVCL_1537	['H2172', 'H-2172']	NCIH2172_LUNG	1298353	C2926	non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000924
NCI-H2444	CVCL_1552	['H2444', 'H-2444']	NCIH2444_LUNG	1298356	C2926	non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000186
EPLC-272H	CVCL_1197	['']	EPLC272H_LUNG	753556	C45544	lung nsclc	DOID:3908	[DOID:3908, DOID:3905, DOID:1324, DOID:0050615, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000585
NCI-H226	CVCL_1544	['NCI.H226', 'NCIH226', 'H226', 'H-226', 'HUT-226', 'HUT226', 'NCIH226']	NCIH226_LUNG	905941	C45662	lung nsclc	DOID:3908	[DOID:3908, DOID:3905, DOID:1324, DOID:0050615, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000367
201T	CVCL_X481	['']	201T_LUNG	1287381	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002089
A-427	CVCL_1055	['A427']	A427_LUNG	910851	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000757
A-549	CVCL_0023	['A549', 'A549', 'NCI-A549', 'A549/ATCC', 'A549ATCC', 'A549ATCC', 'hA549']	A549_LUNG	905949	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000681
ABC-1	CVCL_1066	['ABC1']	ABC1_LUNG	906791	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000528
Calu-3	CVCL_0609	['CaLu-3', 'CALU-3', 'Calu3', 'Calu3', 'CALU3']	CALU3_LUNG	687777	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000392
Calu-6	CVCL_0236	['CaLu-6', 'CALU-6', 'Calu6', 'Calu6', 'CALU6']	CALU6_LUNG	724859	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000264
COLO 699	CVCL_1992	['COLO-699', 'Colo-699', 'Colo699', 'COLO699']	COLO699_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001041
COR-L105	CVCL_1138	['CORL105', 'COR-L105']	CORL105_LUNG	906805	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000161
DFCI024	CVCL_A762	['']			C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	
DV-90	CVCL_1184	['DV90']	DV90_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000925
EKVX	CVCL_1195	['']	EKVX_LUNG	905970	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000706
HCC1171	CVCL_5126	['HCC-1171']	HCC1171_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000578
HCC1833	CVCL_5129	['HCC-1833']	HCC1833_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000712
HCC2108	CVCL_A352	['HCC-2108']	HCC2108_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000314
HCC2935	CVCL_1265	['HCC-2935']	HCC2935_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000150
HCC364	CVCL_5134	['HCC0364']	HCC364_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000575
HCC4006	CVCL_1269	['HCC-4006']	HCC4006_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000066
HCC44	CVCL_2060	['HCC-44', 'HCC0044']	HCC44_LUNG	1240145	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000667
HCC78	CVCL_2061	['HCC-78', 'HCC0078']	HCC78_LUNG	1290908	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000562
HCC827	CVCL_2063	['HCC-827', 'HCC0827']	HCC827_LUNG	1240146	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000012
HCC827 GR5	CVCL_V622	['HCC-827-GR5', 'HCC827GR5']	HCC827GR5_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000029
HLC-1	CVCL_5529	['HLC1']	HLC1_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001088
HOP-62	CVCL_1285	['HOP62', 'HOP62', 'Hop62']	HOP62_LUNG	905972	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000861
Hs 229.T	CVCL_0698	['']	HS229T_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000131
Hs 618.T	CVCL_0827	['']	HS618T_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000539
LC-2/ad	CVCL_1373	['LC-2-Ad', 'LC-2-ad', 'LC-2ad', 'LC2/Ad', 'LC2/AD']	LC2AD_LUNG	907786	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002157
LXF 289	CVCL_1394	['LXF289', 'LXF-289', 'LXF289L']	LXF289_LUNG	753592	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000787
MOR/CPR	CVCL_2620	['MOR-CPR', 'MORCPR']	MORCPR_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000851
NCI-H1355	CVCL_1464	['H1355', 'H-1355', 'NCIH1355']	NCIH1355_LUNG	724866	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000666
NCI-H1373	CVCL_1465	['H1373', 'H-1373']	NCIH1373_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000845
NCI-H1395	CVCL_1467	['H1395', 'H-1395', 'NCIH1395']	NCIH1395_LUNG	684681	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000327
NCI-H1437	CVCL_1472	['H1437', 'H-1437', 'NCIH1437']	NCIH1437_LUNG	687794	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000589
NCI-H1563	CVCL_1475	['H1563', 'H-1563']	NCIH1563_LUNG	753600	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000892
NCI-H1568	CVCL_1476	['H1568', 'H-1568']	NCIH1568_LUNG	1298348	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000869
NCI-H1573	CVCL_1478	['H1573', 'H-1573']	NCIH1573_LUNG	908472	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000916
NCI-H1623	CVCL_1481	['H1623', 'H-1623']	NCIH1623_LUNG	687798	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000744
NCI-H1648	CVCL_1482	['H1648', 'H-1648']	NCIH1648_LUNG	687799	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000766
NCI-H1651	CVCL_1484	['H1651', 'H-1651', 'NCIH1651']	NCIH1651_LUNG	910900	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000893
NCI-H1693	CVCL_1488	['H1693', 'H-1693']	NCIH1693_LUNG	687802	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000021
NCI-H1734	CVCL_1491	['H1734', 'H-1734']	NCIH1734_LUNG	722058	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000675
NCI-H1755	CVCL_1492	['H1755', 'H-1755', 'NCIH1755']	NCIH1755_LUNG	908475	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000282
NCI-H1792	CVCL_1495	['H1792', 'H-1792', 'NCIH1792']	NCIH1792_LUNG	724868	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000496
NCI-H1793	CVCL_1496	['H1793', 'H-1793']	NCIH1793_LUNG	908463	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000888
NCI-H1838	CVCL_1499	['H1838', 'H-1838', 'NCIH1838']	NCIH1838_LUNG	687807	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000733
NCI-H1944	CVCL_1508	['H1944', 'H-1944']	NCIH1944_LUNG	1240185	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000414
NCI-H1975	CVCL_1511	['H1975', 'H-1975']	NCIH1975_LUNG	924244	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000587
NCI-H1993	CVCL_1512	['H1993', 'H-1993']	NCIH1993_LUNG	908476	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001137
NCI-H2009	CVCL_1514	['H2009', 'H-2009']	NCIH2009_LUNG	724873	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000886
NCI-H2023	CVCL_1515	['H2023', 'H-2023']	NCIH2023_LUNG	1240187	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000781
NCI-H2030	CVCL_1517	['H2030', 'H-2030']	NCIH2030_LUNG	722045	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000521
NCI-H2073	CVCL_1521	['H2073', 'H-2073']	NCIH2073_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000590
NCI-H2085	CVCL_1523	['H2085', 'H-2085']	NCIH2085_LUNG	687812	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000451
NCI-H2087	CVCL_1524	['H2087', 'H-2087']	NCIH2087_LUNG	724834	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000841
NCI-H2122	CVCL_1531	['H2122', 'H-2122', 'NCIH2122']	NCIH2122_LUNG	722046	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000311
NCI-H2228	CVCL_1543	['H2228', 'H-2228']	NCIH2228_LUNG	687816	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000447
NCI-H2291	CVCL_1546	['H2291', 'H-2291']	NCIH2291_LUNG	724874	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000718
NCI-H23	CVCL_1547	['NCI.H23', 'NCIH23', 'H23', 'H-23', 'NCIH23']	NCIH23_LUNG	905942	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000900
NCI-H2342	CVCL_1549	['H2342', 'H-2342']	NCIH2342_LUNG	687819	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000951
