	cell_line_name	accession_id	synonym_names	ccle_cell_line_name	gdsc_id	nci_taxonomy_id	lineage_name	doid	doid_heiarchy	broad_id	broad_id_alt
750	SNU-1079	CVCL_5008	['SNU1079', 'SNU1079', 'NCI-SNU-1079']	SNU1079_BILIARY_TRACT		C35417	intrahepatic cholangiocarcinoma	DOID:4928	[u'DOID:4928', u'DOID:4947', u'DOID:4896', u'DOID:4897', u'DOID:4606', u'DOID:4607', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000209	
751	BT-20	CVCL_0178	['BT20', 'BT20']	BT20_BREAST	906801	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000536	
752	BT-474	CVCL_0179	['Bt-474', 'BT474']	BT474_BREAST	946359	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000927	
753	BT-483	CVCL_2319	['BT483']	BT483_BREAST	949093	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000818	
754	BT-549	CVCL_1092	['BT549', 'BT.549', 'BT549']	BT549_BREAST	905951	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000288	
755	Hs 578T	CVCL_0332	['HS578T', 'Hs-578T', 'HS-578T', 'Hs_578t', 'Hs-578-T', 'HS-578-T', 'Hs578.T', 'HS578T', 'Hs578T', 'Hs578t', 'HS0578T', '578T', 'HS578', 'Hs578','HS578BST', 'HomosapiensNo.578,tumorcells']	HS578T_BREAST	905957	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000148	
756	KPL-1	CVCL_2094	['KPL1']	KPL1_BREAST		C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000028	
757	MCF-7	CVCL_0031	['MCF7', 'MCF.7', 'MCF7', 'MichiganCancerFoundation-7', 'ssMCF-7', 'ssMCF7', 'MCF7/WT', 'IBMF-7', 'MCF7-CTRL']	MCF7_BREAST	905946	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000019	
758	MDA-MB-175-VII	CVCL_1400	['MDAMB175VII', 'MDA-MB-175VII', 'MDAMB175VII', 'MDA-MB-175', 'MDAMB175', 'MDA-175', 'MDA175']	MDAMB175VII_BREAST	908120	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000759	
759	MDA-MB-436	CVCL_0623	['MDAMB436', 'MDA-Mb-436', 'MDA-MB436', 'MDAMB436', 'MDA-436', 'MDA436']	MDAMB436_BREAST	1240172	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000573	
760	T-47D	CVCL_0553	['T-47-D', 'T47-D', 'T47D:A', 'T47D']	T47D_BREAST	905945	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000147	
761	UACC-812	CVCL_1781	['UACC812', 'UACC812', 'UniversityofArizonaCellCulture-812']	UACC812_BREAST	910910	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000568	
762	UACC-893	CVCL_1782	['UACC893', 'UACC893', 'UniversityofArizonaCellCulture-893']	UACC893_BREAST	909778	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000554	
763	YMB-1	CVCL_2814	['YMB1']	YMB1_BREAST		C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001249	
764	YMB-1-E	CVCL_2815	['YMB1-E']	YMB1E_BREAST	1303911	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002208	
765	ZR-75-1	CVCL_0588	['ZR751', 'ZR75-1', 'ZR75_1']	ZR751_BREAST		C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000097	
766	ZR-75-30	CVCL_1661	['ZR7530', 'ZR75-30']	ZR7530_BREAST	909907	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000828	
767	MDA-MB-134-VI	CVCL_0617	['MDA-MB-134VI', 'MDAMB134VI', 'MDA-MB-134VI', 'MDAMB134VI', 'MDA-MB-134', 'MDAMB134', 'MDA-134', 'MDA134', 'MM134']	MDAMB134VI_BREAST		C7950	invasive lobular breast carcinoma	DOID:3457	[DOID:3457, DOID:0050938, DOID:3459, DOID:1612, DOID:5093, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000044	
768	PEDS005TPFAD	CVCL_52801	['eds005T_PF_A']	PEDS005TPFAD_KIDNEY			kidney cancer	DOID:263	[u'DOID:263', 'DOID:3996', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001163	
769	HEKTE	CVCL_75902	['EKT']	HEKTE_KIDNEY			kidney cancer	DOID:263	[u'DOID:263', 'DOID:3996', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000049	
770	HA1E	CVCL_59201	['a']	HA1E_KIDNEY			kidney cancer	DOID:263	[u'DOID:263', 'DOID:3996', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001310	
771	SNU-1196	CVCL_5015	['SNU1196']	SNU1196_BILIARY_TRACT		C36077	klatskin's tumor	DOID:4927	[u'DOID:4927', u'DOID:4928', u'DOID:4947', u'DOID:4896', u'DOID:4897', u'DOID:4606', u'DOID:4607', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000461	
772	EoL-1	CVCL_0258	['EOL-1', 'EOL1', 'EoL-1-cell', 'EoL-1cell', 'AML-EOL-1']	EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	906856	C4563	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000198	
773	JVM-3	CVCL_1320	['JVM3']	JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	907270	C4753	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000346	
774	HEL	CVCL_0001	['Hel', 'GM06141', 'HumanErythroLeukemia']	HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	907053	C7152	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000004	
775	EM-2	CVCL_1196	['EM2']	EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	906855	C7320	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000295	
776	697	CVCL_0079	['Line697', 'EU-3', 'EmoryUniversity-3']	697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	906800	C80347	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000070	
777	RCH-ACV	CVCL_1851	['RCHACV', 'RCH']	RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1330994	C80347	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000922	
778	JM-1	CVCL_3532	['JM1']	JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1327768	C8644	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000151	
779	GDM-1	CVCL_1230	['GDM1']	GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	906870	C9154	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000081	
780	HL-60	CVCL_0002	['HL60', 'HL60']	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	905938	C9154	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000002	
781	KG-1	CVCL_0374	['KG1']	KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	907278	C9154	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000386	
782	ME-1 [Human leukemia]	CVCL_2110	['ME1']	ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1330942	C9154	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000439	
783	MOLM-13	CVCL_2119	['MOLM13', 'Molm13', 'Molm13']	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1330947	C9154	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000362	
784	MOLM-16	CVCL_2120	['MOLM16']	MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1330948	C9154	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000369	
785	OCI-AML2	CVCL_1619	['OCIAML2', 'OCI-AML-2', 'OCI/AML-2', 'OCI/AML2', 'OCIAML2', 'AML-2']	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	910947	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUEC9154	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000113	
786	OCI-AML3	CVCL_1844	['OCIAML3', 'OCI-AML-3', 'OCI/AML-3', 'OCI/AML3', 'OCIAML3']	OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1290455	C9154	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000336	
787	OCI-AML5	CVCL_1620	['OCIAML5', 'OCI-AML-5', 'OCI/AML-5', 'OCIAML5']	OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1330983	C9154	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000065	
788	OCI-M1	CVCL_2149	['OCIM1', 'OCIM1']	OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1330985	C9154	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000751	
789	SIG-M5	CVCL_1694	['SigM5', 'SIGM5']	SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	909715	C9154	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000112	
790	SKM-1	CVCL_0098	['SKM1']	SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	909722	C9154	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000373	
791	P31/FUJ	CVCL_1632	['P31-FUJ', 'P31FUJ', 'P31FUJ', 'P31/Fujioka']	P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	909253	C9160	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000770	
792	MV4-11	CVCL_0064	['MV-4-11', 'MV-4:11', 'MV4:11', 'MV4', '11', 'MV4', '11', 'MV411', 'MV4II']	MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	908156	C9163	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000045	
793	THP-1	CVCL_0006	['THP1', 'THP1', 'THPI', 'THP-1(ATCC)', 'TohokuHospitalPediatrics-1']	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	909771	C9163	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000146	
794	Kasumi-1	CVCL_0589	['KASUMI-1', 'Kasumi1', 'KASUMI1', 'Kasumi1']	KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	907275	C9381	leukemia	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000263	
795	MOLT3	CVCL_34093	['OLT']	MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			leukemia	DOID:1240	[u'DOID:1240', 'DOID:2531', 'DOID:0060083', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000964	
797	PLB985	CVCL_31795	['LB-98']	PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			leukemia	DOID:1240	[u'DOID:1240', 'DOID:2531', 'DOID:0060083', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000034	
798	HNT34	CVCL_93075	['NT-3']	HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			leukemia	DOID:1240	[u'DOID:1240', 'DOID:2531', 'DOID:0060083', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000299	
799	SKNO1	CVCL_71799	['KNO-']	SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			leukemia	DOID:1240	[u'DOID:1240', 'DOID:2531', 'DOID:0060083', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001656	
800	MOT	CVCL_66582	['a']	MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			leukemia	DOID:1240	[u'DOID:1240', 'DOID:2531', 'DOID:0060083', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-002339	
801	SW872	CVCL_1730	['SW-872', 'SW872']	SW872_SOFT_TISSUE	909756	C3194	liposarcoma	DOID:3382	[u'DOID:3382', u'DOID:3939', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002310	
802	Hep 3B2.1-7	CVCL_0326	['Hep3B2_1-7', 'Hep3B2', 'HEP-3B2', 'HEP3B2', 'Hep-3B', 'HEP-3B', 'Hep3B', 'Hep3B', 'HEP3B']	HEP3B217_LIVER	1240147	C3099	liver cancer	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000625	
803	HLE	CVCL_1281	['']	HLE_LIVER	907057	C3099	liver cancer	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001089	
804	HuH-1	CVCL_2956	['huH-1', 'HUH-1', 'huH1', 'HuH1', 'HUh1', 'HUH1']	HUH1_LIVER	1298146	C3099	liver cancer	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000475	
805	Huh-7	CVCL_0336	['HuH-7', 'HUH-7', 'HuH7', 'Huh7', 'HUH7', 'JTC-39', 'JapaneseTissueCulture-39']	HUH7_LIVER	907071	C3099	liver cancer	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000480	
806	JHH-1	CVCL_2785	['Jhh-1', 'JHH1']	JHH1_LIVER	1298151	C3099	liver cancer	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000620	
807	JHH-2	CVCL_2786	['Jhh-2', 'JHH2']	JHH2_LIVER	1240157	C3099	liver cancer	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000577	
808	JHH-4	CVCL_2787	['Jhh-4', 'JHH4']	JHH4_LIVER	1240158	C3099	liver cancer	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000476	
809	JHH-6	CVCL_2788	['Jhh-6', 'JHH6']	JHH6_LIVER	1240159	C3099	liver cancer	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000217	
810	JHH-7	CVCL_2805	['Jhh-7', 'JHH7', 'FLC-7', 'FLC7', 'FunctionalLiverCell-7']	JHH7_LIVER	1240160	C3099	liver cancer	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000848	
811	SK-HEP-1	CVCL_0525	['SK-Hep-1', 'SK-Hep1', 'Sk-Hep1', 'SKHep1', 'SKHEP-1', 'SKHEP1', 'SKHep1', 'SK_HEP1']	SKHEP1_LIVER	909719	C3099	liver cancer	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000361	
812	SNU-182	CVCL_0090	['SNU182', 'NCI-SNU-182']	SNU182_LIVER	1240216	C3099	liver cancer	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000483	
813	SNU-387	CVCL_0250	['SNU387', 'NCI-SNU-387']	SNU387_LIVER	909736	C3099	liver cancer	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000478	
814	SNU-398	CVCL_0077	['SNU398', 'NCI-SNU-398']	SNU398_LIVER	1240217	C3099	liver cancer	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000221	
815	SNU-423	CVCL_0366	['SNU423', 'NCI-SNU-423']	SNU423_LIVER	909737	C3099	liver cancer	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000493	
816	SNU-449	CVCL_0454	['SNU449', 'NCI-SNU-449']	SNU449_LIVER	909738	C3099	liver cancer	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000420	
817	SNU-475	CVCL_0497	['SNU475', 'NCI-SNU-475']	SNU475_LIVER	909739	C3099	liver cancer	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000422	
818	HUH6CLONE5	CVCL_48951	['a']	HUH6CLONE5_LIVER			liver cancer	DOID:3571	[u'DOID:3571', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-002395	
819	201T	CVCL_X481	['']	201T_LUNG	1287381	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002089	
820	A-427	CVCL_1055	['A427']	A427_LUNG	910851	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000757	
821	A-549	CVCL_0023	['A549', 'A549', 'NCI-A549', 'A549/ATCC', 'A549ATCC', 'A549ATCC', 'hA549']	A549_LUNG	905949	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000681	
822	ABC-1	CVCL_1066	['ABC1']	ABC1_LUNG	906791	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000528	
823	Calu-3	CVCL_0609	['CaLu-3', 'CALU-3', 'Calu3', 'Calu3', 'CALU3']	CALU3_LUNG	687777	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000392	
824	Calu-6	CVCL_0236	['CaLu-6', 'CALU-6', 'Calu6', 'Calu6', 'CALU6']	CALU6_LUNG	724859	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000264	
825	COLO 699	CVCL_1992	['COLO-699', 'Colo-699', 'Colo699', 'COLO699']	COLO699_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001041	
826	COR-L105	CVCL_1138	['CORL105', 'COR-L105']	CORL105_LUNG	906805	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000161	
827	DFCI024	CVCL_A762	['']			C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']		
828	DV-90	CVCL_1184	['DV90']	DV90_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000925	
829	EKVX	CVCL_1195	['']	EKVX_LUNG	905970	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000706	
830	HCC1171	CVCL_5126	['HCC-1171']	HCC1171_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000578	
831	HCC1833	CVCL_5129	['HCC-1833']	HCC1833_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000712	
832	HCC2108	CVCL_A352	['HCC-2108']	HCC2108_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000314	
833	HCC2935	CVCL_1265	['HCC-2935']	HCC2935_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000150	
834	HCC364	CVCL_5134	['HCC0364']	HCC364_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000575	
835	HCC4006	CVCL_1269	['HCC-4006']	HCC4006_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000066	
836	HCC44	CVCL_2060	['HCC-44', 'HCC0044']	HCC44_LUNG	1240145	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000667	
837	HCC78	CVCL_2061	['HCC-78', 'HCC0078']	HCC78_LUNG	1290908	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000562	
838	HCC827	CVCL_2063	['HCC-827', 'HCC0827']	HCC827_LUNG	1240146	C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000012	
839	HCC827 GR5	CVCL_V622	['HCC-827-GR5', 'HCC827GR5']	HCC827GR5_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000029	
840	HLC-1	CVCL_5529	['HLC1']	HLC1_LUNG		C3512	lung adenocarcinoma	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001088	
