"","DepMap_ID","CCL_name","COSMIC_ID","TCGA_combine","TCGA_manual","primary_DepMap","subtype_DepMap","primary_site_CTRP","primary_hist_CTRP","subtype_CTRP","tissue1_GDSC","tissue2_GDSC","TCGA_CCLE","TCGA_GDSC"
"740","ACH-000840","HCC366",1240144,"LUAD",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma","lung","carcinoma","mixed_adenosquamous_carcinoma","lung_NSCLC","lung_NSCLC_not specified","LUAD",NA
"741","ACH-000868","HCC1195",NA,"LUAD",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma","lung","carcinoma","mixed_adenosquamous_carcinoma",NA,NA,"LUAD",NA
"742","ACH-002138","H513",1240141,"MESO",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma",NA,NA,NA,"lung","mesothelioma",NA,"MESO"
"743","ACH-002341","MERGED",NA,"MESO",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma",NA,NA,NA,NA,NA,"MESO",NA
"744","ACH-000264","CALU6",724859,"LUAD",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Anaplastic Carcinoma","lung","carcinoma","undifferentiated_carcinoma","lung_NSCLC","lung_NSCLC_adenocarcinoma","LUAD","LUAD"
"745","ACH-000837","NCIH322",NA,"LUAD",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Bronchoalveolar Carcinoma","lung","carcinoma","adenocarcinoma",NA,NA,"LUAD",NA
"746","ACH-000035","NCIH1650",687800,"LUAD",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Bronchoalveolar Carcinoma","lung","carcinoma","bronchioloalveolar_adenocarcinoma","lung_NSCLC","lung_NSCLC_adenocarcinoma","LUAD","LUAD"
"747","ACH-000379","NCIH1781",1298350,"LUAD",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Bronchoalveolar Carcinoma","lung","carcinoma","bronchioloalveolar_adenocarcinoma","lung_NSCLC","lung_NSCLC_adenocarcinoma","LUAD","LUAD"
"748","ACH-000448","NCIH1666",908473,"LUAD",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Bronchoalveolar Carcinoma","lung","carcinoma","bronchioloalveolar_adenocarcinoma","lung_NSCLC","lung_NSCLC_adenocarcinoma","LUAD","LUAD"
"749","ACH-000860","NCIH358",908465,"LUAD",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Bronchoalveolar Carcinoma","lung","carcinoma","bronchioloalveolar_adenocarcinoma","lung_NSCLC","lung_NSCLC_adenocarcinoma","LUAD","LUAD"
"750","ACH-000945","NCIH650",722066,"LUAD",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Bronchoalveolar Carcinoma","lung","carcinoma","bronchioloalveolar_adenocarcinoma","lung_NSCLC","lung_NSCLC_adenocarcinoma","LUAD","LUAD"
"751","ACH-000677","SW1573",724878,"LUAD",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Bronchoalveolar Carcinoma","lung","carcinoma","squamous_cell_carcinoma","lung_NSCLC","lung_NSCLC_adenocarcinoma","LUAD","LUAD"
"752","ACH-000867","CHAGOK1",687596,"UNABLE TO CLASSIFY",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Bronchoalveolar Carcinoma","lung","carcinoma",NA,"lung_NSCLC","lung_NSCLC_not specified","UNABLE TO CLASSIFY","UNABLE TO CLASSIFY"
"753","ACH-000747","NCIH1703",908474,"LUSC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma","lung","carcinoma","adenocarcinoma","lung_NSCLC","lung_NSCLC_adenocarcinoma","LUSC",NA
"754","ACH-000176","LOUNH91",1298226,"LUSC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma","lung","carcinoma","squamous_cell_carcinoma","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","LUSC","LUSC"
"755","ACH-000367","NCIH226",905941,"LUSC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma","lung","carcinoma","squamous_cell_carcinoma","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","LUSC","LUSC"
"756","ACH-000395","NCIH520",908443,"LUSC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma","lung","carcinoma","squamous_cell_carcinoma","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","LUSC","LUSC"
"757","ACH-000442","RERFLCSQ1",1298538,"LUSC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma","lung","carcinoma","squamous_cell_carcinoma","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","LUSC","LUSC"
"758","ACH-000481","NCIH2170",687815,"LUSC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma","lung","carcinoma","squamous_cell_carcinoma","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","LUSC","LUSC"
"759","ACH-000563","EBC1",753554,"LUSC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma","lung","carcinoma","squamous_cell_carcinoma","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","LUSC","LUSC"
"760","ACH-000585","EPLC272H",753556,"LUSC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma","lung","carcinoma","squamous_cell_carcinoma","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","LUSC","LUSC"
"761","ACH-000665","SKMES1",909728,"LUSC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma","lung","carcinoma","squamous_cell_carcinoma","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","LUSC","LUSC"
"762","ACH-000669","SW900",724879,"LUSC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma","lung","carcinoma","squamous_cell_carcinoma","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","LUSC","LUSC"
"763","ACH-000769","LK2",687787,"LUSC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma","lung","carcinoma","squamous_cell_carcinoma","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","LUSC","LUSC"
"764","ACH-000843","HARA",1240142,"LUSC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma","lung","carcinoma","squamous_cell_carcinoma","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","LUSC","LUSC"
"765","ACH-000858","KNS62",753569,"LUSC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma","lung","carcinoma","squamous_cell_carcinoma","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","LUSC","LUSC"
"766","ACH-000878","HCC15",1240143,"LUSC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma","lung","carcinoma","squamous_cell_carcinoma","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","LUSC","LUSC"
"767","ACH-000894","NCIH1869",1240183,"LUSC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma","lung","carcinoma","squamous_cell_carcinoma","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","LUSC","LUSC"
"768","ACH-000261","RERFLCAI",NA,"LUSC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma","lung","carcinoma","squamous_cell_carcinoma",NA,NA,"LUSC",NA
"769","ACH-000390","LUDLU1",NA,"LUSC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma","lung","carcinoma","squamous_cell_carcinoma",NA,NA,"LUSC",NA
"770","ACH-000454","HCC95",NA,"LUSC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma","lung","carcinoma","squamous_cell_carcinoma",NA,NA,"LUSC",NA
"771","ACH-000511","CALU1",NA,"LUSC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma","lung","carcinoma","squamous_cell_carcinoma",NA,NA,"LUSC",NA
"772","ACH-000553","SQ1",NA,"LUSC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma","lung","carcinoma","squamous_cell_carcinoma",NA,NA,"LUSC",NA
"773","ACH-000705","LC1F",NA,"LUSC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma","lung","carcinoma","squamous_cell_carcinoma",NA,NA,"LUSC",NA
"774","ACH-000737","NCIH1385",NA,"LUSC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma","lung","carcinoma","squamous_cell_carcinoma",NA,NA,"LUSC",NA
"775","ACH-000797","HLFA",NA,"LUSC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma","lung","carcinoma","squamous_cell_carcinoma",NA,NA,"LUSC",NA
"776","ACH-001078","HCC1588",NA,"COAD/READ",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma","lung","carcinoma","squamous_cell_carcinoma",NA,NA,"COAD/READ",NA
"777","ACH-002122","GT3TKB",907041,"STAD",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",NA,NA,NA,"digestive_system","stomach","STAD","STAD"
"778","ACH-002156","LC1SQ",1298223,"LUSC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",NA,NA,NA,"lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","LUSC","LUSC"
"779","ACH-001489","CORL32",1322212,"SCLC",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",NA,NA,NA,"lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"780","ACH-000186","NCIH2444",1298356,"UNABLE TO CLASSIFY",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), unspecified","lung","carcinoma","non_small_cell_carcinoma","lung_NSCLC","lung_NSCLC_not specified","UNABLE TO CLASSIFY","UNABLE TO CLASSIFY"
"781","ACH-000826","CAL12T",753540,"UNABLE TO CLASSIFY",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), unspecified","lung","carcinoma","non_small_cell_carcinoma","lung_NSCLC","lung_NSCLC_not specified","UNABLE TO CLASSIFY","UNABLE TO CLASSIFY"
"782","ACH-000924","NCIH2172",1298353,"UNABLE TO CLASSIFY",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), unspecified","lung","carcinoma","non_small_cell_carcinoma","lung_NSCLC","lung_NSCLC_not specified","UNABLE TO CLASSIFY","UNABLE TO CLASSIFY"
"783","ACH-000929","NCIH2110",1298351,"UNABLE TO CLASSIFY",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), unspecified","lung","carcinoma","non_small_cell_carcinoma","lung_NSCLC","lung_NSCLC_not specified","UNABLE TO CLASSIFY","UNABLE TO CLASSIFY"
"784","ACH-000603","BEN",753534,"UNABLE TO CLASSIFY",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), unspecified","lung","carcinoma",NA,"lung_NSCLC","lung_NSCLC_not specified","UNABLE TO CLASSIFY","UNABLE TO CLASSIFY"
"785","ACH-001362","NCIH1770",687804,"UNABLE TO CLASSIFY",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), unspecified",NA,NA,NA,"lung_NSCLC","lung_NSCLC_not specified","UNABLE TO CLASSIFY","UNABLE TO CLASSIFY"
"786","ACH-001363","NCIH2135",1298352,"UNABLE TO CLASSIFY",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), unspecified",NA,NA,NA,"lung_NSCLC","lung_NSCLC_not specified","UNABLE TO CLASSIFY","UNABLE TO CLASSIFY"
"787","ACH-002101","EMCBAC1",1503369,"LUAD",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), unspecified",NA,NA,NA,"lung_NSCLC","lung_NSCLC_adenocarcinoma","LUAD","LUAD"
"788","ACH-002102","EMCBAC2",1503370,"LUAD",NA,"Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), unspecified",NA,NA,NA,"lung_NSCLC","lung_NSCLC_adenocarcinoma","LUAD","LUAD"
"789","ACH-000129","NCIH1341",1330964,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"790","ACH-000187","CORL311",687980,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"791","ACH-000257","CORL279",910937,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"792","ACH-000290","NCIH209",688013,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"793","ACH-000292","NCIH841",1240192,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"794","ACH-000298","NCIH2029",688011,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"795","ACH-000355","NCIH82",688031,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"796","ACH-000358","NCIH69",688027,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"797","ACH-000394","NCIH2081",908480,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"798","ACH-000399","NCIH2196",908481,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"799","ACH-000431","NCIH1694",688006,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"800","ACH-000506","NCIH146",910899,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"801","ACH-000508","CORL88",906808,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"802","ACH-000514","NCIH1092",687997,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"803","ACH-000515","HCC33",1303901,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"804","ACH-000525","NCIH2171",688015,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"805","ACH-000530","DMS114",687983,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"806","ACH-000559","NCIH1836",1240182,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"807","ACH-000586","NCIH1876",1330972,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"808","ACH-000610","NCIH2227",688018,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"809","ACH-000639","NCIH211",1240189,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"810","ACH-000670","SBC5",713880,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"811","ACH-000698","DMS53",907295,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"812","ACH-000703","DMS79",753551,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"813","ACH-000727","NCIH2066",1330973,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"814","ACH-000729","NCIH1963",688010,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"815","ACH-000743","CORL95",1297439,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"816","ACH-000749","DMS273",687985,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"817","ACH-000752","NCIH196",1240186,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"818","ACH-000767","NCIH526",688025,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"819","ACH-000780","NCIH1105",908468,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"820","ACH-000790","SHP77",724872,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"821","ACH-000800","NCIH446",688023,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"822","ACH-000803","COLO668",910692,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"823","ACH-000816","NCIH524",908483,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"824","ACH-000830","NCIH1436",908469,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"825","ACH-000866","NCIH1048",687995,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"826","ACH-000871","NCIH510",753605,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"827","ACH-000890","SW1271",1299062,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"828","ACH-001049","CPCN",753547,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"829","ACH-001138","NCIH2141",688014,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma","lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"830","ACH-000179","NCIH1618",NA,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma",NA,NA,"SCLC",NA
"831","ACH-000297","NCIH889",NA,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma",NA,NA,"SCLC",NA
"832","ACH-000382","CORL24",NA,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma",NA,NA,"SCLC",NA
"833","ACH-000523","NCIH1184",NA,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma",NA,NA,"SCLC",NA
"834","ACH-000594","DMS153",NA,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma",NA,NA,"SCLC",NA
"835","ACH-000659","SCLC21H",NA,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma",NA,NA,"SCLC",NA
"836","ACH-000695","CORL47",NA,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma",NA,NA,"SCLC",NA
"837","ACH-000844","DMS454",NA,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma",NA,NA,"SCLC",NA
"838","ACH-000870","NCIH1930",NA,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma",NA,NA,"SCLC",NA
"839","ACH-000912","NCIH2286",NA,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma",NA,NA,"SCLC",NA
"840","ACH-000921","NCIH1339",NA,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma",NA,NA,"SCLC",NA
"841","ACH-001047","CORL51",NA,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)","lung","carcinoma","small_cell_carcinoma",NA,NA,"SCLC",NA
"842","ACH-001136","NCIH187",688007,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,NA,NA,"lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"843","ACH-001364","NCIH345",688021,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,NA,NA,"lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"844","ACH-001365","NCIH847",1240193,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,NA,NA,"lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"845","ACH-001549","LU135",713899,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,NA,NA,"lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"846","ACH-001591","NCIH1417",688001,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,NA,NA,"lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"847","ACH-001599","NCIH64",688026,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,NA,NA,"lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"848","ACH-002095","CORL303",1297438,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,NA,NA,"lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"849","ACH-002144","ISTSL1",753564,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,NA,NA,"lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"850","ACH-002145","ISTSL2",753565,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,NA,NA,"lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"851","ACH-002154","LB647SCLC",753582,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,NA,NA,"lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"852","ACH-002169","NCIH1304",753599,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,NA,NA,"lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"853","ACH-002170","NCIH1688",1298349,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,NA,NA,"lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"854","ACH-002171","NCIH250",924241,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,NA,NA,"lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"855","ACH-002173","NCIH378",688022,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,NA,NA,"lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"856","ACH-002175","NCIH740",1331055,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,NA,NA,"lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"857","ACH-002176","NCIH748",909194,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,NA,NA,"lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"858","ACH-002193","RERFLCFM",930081,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,NA,NA,"lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"859","ACH-002196","SBC1",713885,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,NA,NA,"lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"860","ACH-002197","SBC3",753610,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,NA,NA,"lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
"861","ACH-002286","NCIH128",753597,"SCLC",NA,"Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,NA,NA,"lung_SCLC","lung_small_cell_carcinoma","SCLC","SCLC"
